english	translation	category	sub_category	source
I wouldn't want to get near one of those!		examine	npc	Lightning cloud
It has a light on its forehead. What a pretty light... So shiny!		examine	npc	Aquanite
It's lost its light. Poor thing.		examine	npc	Aquanite
A very big piece of angry spaghetti.		examine	npc	Reef snake
Lava runs down its body.		examine	npc	Lava Strykewyrm
Such an alluring light...		examine	npc	Elder aquanite
A rather hot foe.		examine	npc	Magma strykewyrm
A big chicken.		examine	npc	Big Evil Chicken
He's escaped? Next thing you know, there will be some turtles following him.		examine	npc	Scurrius
Lives on surge potions.		examine	npc	I DSCIM YOU
This is going to hurt... Slightly.		examine	npc	TzTok-Jad-Rek
A guard of Unkah.		examine	npc	Guard
A guard of Wintertodt.		examine	npc	Guard
Wait, where is it?		examine	npc	Veiled kraken
It couldn't hide well enough.		examine	npc	Veiled kraken
A banknote exchange merchant who likes to travel.		examine	npc	Isles
A very brave chocolate egg.		examine	npc	Archibald
A local cat.		examine	npc	Sookie
Fallen a bit too far from the tree.		examine	npc	Kaiquir
A not so crazy druid.		examine	npc	Amergin
Minding his own business at the canoe station.		examine	npc	Pete
Strayed too far from the village.		examine	npc	Porkai
Seen her fair share of battles.		examine	npc	Lara
She'll get you properly dressed up.		examine	npc	Floria
Hot.		examine	npc	Fire
The Guardian of Dawn, he's alive!		examine	npc	Dawn
Doesn't skip leg day.		examine	npc	Bull
Doesn't look particularly happy.		examine	npc	Demonic Brutus
Commonly referred to as Sir Loin.		examine	npc	Beef
Seems to be trying to get into the milk business.		examine	npc	Cassius
A wizard who's proven himself.		examine	npc	Wizard Gary
It's the sage. Woah!		examine	npc	Sage
It's the sage. In a cage. Woah!		examine	npc	Sage
A speedy little underling.		examine	npc	Imp
Hard at work, or mischief, or something.		examine	npc	Imp
That's one strong-looking imp!		examine	npc	Imp
Furtive and diminished.		examine	npc	Imp
A pair of evil little creatures.		examine	npc	Imps
They don't seem to be interested in productive activity.		examine	npc	Imps
They're clearly a bad influence on each other.		examine	npc	Imps
I wonder what they're reading.		examine	npc	Imp
Is that scroll upside-down?		examine	npc	Imp
Seemingly studious.		examine	npc	Imp
Athletic!		examine	npc	Imp
It looks like they've been jumping for hours.		examine	npc	Imp
I'm getting tired just watching them.		examine	npc	Imp
Doesn't like being filled with water.		examine	npc	Vial
Still got all their marbles.		examine	npc	Insane
Not to be confused with jelly.		examine	npc	Jam
I guess they took the wrong path?		examine	npc	Exile
Shouldn't this abomination be in court?		examine	npc	Judge of Yama
Focusing intently on deeper powers.		examine	npc	Demon scholar
Hard at work deciphering relics.		examine	npc	Demon scholar
Not to be messed with.		examine	npc	Sageguard Vandred
Constantly glancing at the Sage with hungry intent.		examine	npc	Sageguard Melacar
What a crazy name.		examine	npc	Implimgs
His favourite food is a corn.		examine	npc	Oaky Doak
Thick as a plank, but has an aptitude for carpentry.		examine	npc	Boatswain Bill Teak
Mister who? Mister me? Mister E? No. Mister U.		examine	npc	Mister U.
Isn't actually the oldest, but was caught knitting.		examine	npc	Old Jack
Can speak, but as the ship's cook, the other crewmembers assume he has no tongue.		examine	npc	Mute Jack
So incompetent it was considered easier to just attach this adjective to his name in common speech.		examine	npc	Bloody Jack
Likes pillaging, plundering and making people take long walks off a short plank.		examine	npc	Captain Ruban Acer
Not actually in charge but likes to think he is.		examine	npc	Captain Jack
Her favourite letter is R.		examine	npc	Test Pirate Ranger
His true love be the C.		examine	npc	Test Pirate Mage
Has no favourite letter as she is illiterate.		examine	npc	Test Pirate Captain
A dash of flotsam with a sprinkle of jetsam.		examine	npc	Pirate wreckage
A true warrior.		examine	npc	Warrior
A true nugget.		examine	npc	Nugget
Not so quite a true rhino.		examine	npc	Rhino
Ooo.		examine	npc	Friend
A true weasel.		examine	npc	Weasel
A true rebel.		examine	npc	Rebel
Big mysterious crate. You wonder what could be inside.		examine	object	Crate
Looks and smells like a place where goblins live.		examine	object	Cave Entrance
The door is closed.		examine	object	Door
A powerful ranging device, unfortunately not working.		examine	object	Broken multicannon
A powerful ranging device that fires metal balls.		examine	object	Dwarf multicannon
The cannon is built on here.		examine	object	Cannon base
The mounting for the multicannon.		examine	object	Cannon stand
The barrels of the multicannon.		examine	object	Cannon barrels
I can climb down this.		examine	object	Ladder
I can climb up this.		examine	object	Ladder
A pile of rocks is blocking my path.		examine	object	Rock pile
Mud caved in from above.		examine	object	Mud pile
Intended to keep the goblins away from the mines.		examine	object	Railing
A broken rail.		examine	object	Railing
Its eyes stare off into the distance...		examine	object	Mysterious statue
The door is shut.		examine	object	Door
Unusually lumpy looking.		examine	object	Sacks
Seems to be some kind of clock part.		examine	object	Clock spindle
Yup, definitely a lever.		examine	object	Lever
Stops people walking past.		examine	object	Gate
Animals have no table manners.		examine	object	Food trough
Looks like an outlet pipe to the lake.		examine	object	Wall Pipe
I can see fish swimming in the water.		examine	object	Fishing spot
It seems to sparkle.		examine	object	Water
I can see really big fish swimming in the water.		examine	object	Fishing spot
Big Dave is fishing here.		examine	object	Fishing spot
Joshua is fishing here.		examine	object	Fishing spot
A wooden gate.		examine	object	Gate
Hmm... I wonder if it's loose enough to get through.		examine	object	Loose Railing
It's locked.		examine	object	Gate
It's a flight of stairs.		examine	object	Stairs
Known commonly as Red worm vine.		examine	object	Vine
A fancy hole in the wall.		examine	object	Door
A fancy hole in the ceiling.		examine	object	Ladder
A shrine to chaos.		examine	object	Chaos altar
Is there something in there?		examine	object	Giant crystal
Used for storage.		examine	object	Crate
Where bees live.		examine	object	Beehive
Handy for boarding boats.		examine	object	Gangplank
Sturdy looking door.		examine	object	Large door
Securely fastened shut.		examine	object	Large door
I wonder what's inside...		examine	object	Chest
Looks secure.		examine	object	Prison Gate
Seems very old...		examine	object	Lever bracket
I guess you pull it...		examine	object	Lever
A wrought iron gate.		examine	object	Gate
I don't like the look of this!		examine	object	Lever
A dark flight of stairs.		examine	object	Stairs
Don't you open that trapdoor!		examine	object	Trapdoor
I can climb this.		examine	object	Ladder
A sturdy door.		examine	object	Door
I wonder what's inside.		examine	object	Closed chest
Perhaps I should search it.		examine	object	Open chest
I wonder what that's there for...		examine	object	Trapdoor
An appliance for cooking with.		examine	object	Cooking range
A party balloon.		examine	object	Party Balloon
Aren't they pretty?		examine	object	Party Balloon
Paaaarty!		examine	object	Party Balloon
An escape route.		examine	object	Ladder
Looks spooky down there.		examine	object	Ladder
A large double door.		examine	object	Large door
Smelly.		examine	object	Compost heap
An ornate fountain.		examine	object	Fountain
It looks possible to scramble up the wall here, with skill.		examine	object	Rocks
Lots of books.		examine	object	Bookcase
This wall looks odd...		examine	object	Wall
I wonder what this does...		examine	object	Lever
I'm not touching that.		examine	object	Strange machine
A special furnace for destroying contaminated items.		examine	object	Incinerator
Fly Gnome Air.		examine	object	Gnome glider
Probably pilot error.		examine	object	Crashed glider
The Blurberry bar - cocktails extraordinaire!		examine	object	Blurberry bar
A large gate in the gnome style.		examine	object	Gate
The entrance to the cave.		examine	object	Hollowed rock
A quirky gnome lamp.		examine	object	Lamp
These insects love this light.		examine	object	Lamp
It's amazing what bees produce!		examine	object	Candles
Posh candlesticks.		examine	object	Candles
Scary lighting apparatus.		examine	object	Candles
An ornamental lighting fixture.		examine	object	Chandelier
A mysterious glowing ice crystal.		examine	object	Ice Light
Useful for making ships move.		examine	object	Sail
This figure brings luck to those who sail.		examine	object	Figurehead
Barnacle infested rope.		examine	object	Pile of rope
Allows access to other parts of the ship.		examine	object	Ship's ladder
Without this I'm going around in circles.		examine	object	Ship's wheel
Used for pulling things up.		examine	object	Winch
Useful if there is any wind.		examine	object	Sail
How much does this weigh?		examine	object	Anchor
I can climb up here.		examine	object	Ship's ladder
I can go below decks with this ladder.		examine	object	Ship's ladder
A conveniently rolled sail.		examine	object	Hoisted sail
I'm not allowed to climb this ladder.		examine	object	Ladder
It's like a land rudder.		examine	object	Plough
Disturbingly man-like.		examine	object	Scarecrow
I bet there's a needle in it somewhere.		examine	object	Hay bales
A home for baby creatures.		examine	object	Eggs
In the city we would call this mouldy rubbish.		examine	object	Compost
A used cart seller will probably try and sell it later.		examine	object	Broken cart
One horsepower; wooden suspension: a beauty.		examine	object	Cart
Dead tree parts piled neatly together.		examine	object	Log pile
A patch of soft, dark brown matter. Probably mud.		examine	object	Mud patch
A pile of something that I hope is mud.		examine	object	Mudpile
Potato-licious!		examine	object	Potato
Baby bread.		examine	object	Wheat
The remains of a bad driver.		examine	object	Broken cart wheel
The perfect place to store things.		examine	object	Cabinet
These open and close!		examine	object	Drawers
This may be worth searching.		examine	object	Drawers
A wooden crate for storage.		examine	object	Crate
An old crate for storage.		examine	object	Crate
A pile of boxes for storage.		examine	object	Boxes
A wooden barrel for storage.		examine	object	Barrel
A wooden barrel containing lots of fish.		examine	object	Barrel
It's got ale in it.		examine	object	Barrel
These may have something in them.		examine	object	Sacks
Useful for transportation of delicate items.		examine	object	Crate
This may be worth opening.		examine	object	Cupboard
The perfect accompaniment to a bedroom.		examine	object	Dresser
A stand for hats!		examine	object	Hat stand
A good source of books!		examine	object	Bookcase
A woven storage basket.		examine	object	Basket
A gigantic pottery urn.		examine	object	Large urn
This no doubt contains arcane knowledge.		examine	object	Bookshelves
I wonder what this spooky item contains.		examine	object	Wardrobe
It smells funny in there.		examine	object	Wardrobe
A fishing net full of fish.		examine	object	Full fishing net
Bamboo storage!		examine	object	Bookcase
I hope no-one's home...		examine	object	Coffin
A small simple gravestone.		examine	object	Small gravestone
A simple marker for a forgotten person.		examine	object	Grave marker
The remains of someone lie inside.		examine	object	Tombstone
A monument to a special person.		examine	object	Large grave stone
The inscription is worn away and unreadable.		examine	object	Gravestone
'Here lies...' is all I can read.		examine	object	Gravestone
Whoever bought this must have really cared for the inhabitant.		examine	object	Large grave
Looks like a stone doorway to me.		examine	object	Henge
Looks like a stone doorway to my untrained eye.		examine	object	Henge
Shrine to the glory of Saradomin.		examine	object	Altar
An ancient altar to the glory of Guthix.		examine	object	Altar of Guthix
Shrine to the glory of Zamorak.		examine	object	Chaos altar
Looks suspiciously like a big stone table.		examine	object	Dolmen
A really posh upright coffin.		examine	object	Coffin
Whoever's inside must have been rich.		examine	object	Coffin
With skill I can play this.		examine	object	Church organ
Great for sleeping in.		examine	object	Bed
A stylish-looking bed.		examine	object	Bed
A drab-looking bed.		examine	object	Bed
Technically a bed.		examine	object	Bed
I guess I could sleep in it if I were really tired.		examine	object	Bed
Lovely comfy-looking big bed.		examine	object	Bed
Posh-looking bed.		examine	object	Bed
A bed fit for a king.		examine	object	Bed
One of the nicest beds I have ever seen.		examine	object	Bed
Perfect for snoozing in the sun.		examine	object	Hammock
A comfortable seat to recline and recuperate.		examine	object	Chaise lounge
I don't think anyone's slept here for a long time.		examine	object	Bed
Bamboo's a versatile material.		examine	object	Bed
A door.		examine	object	Door
Bashed, broken and dumped.		examine	object	Door
A way out!		examine	object	Crevice
It's even smokier in there...		examine	object	Crevice
